epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,49.3284,0.59861,0.46835,0.83107,0.96866,0.95522,0.93247,0.80149,0.56703,0.45172,0.82683,0.0006635,0.0006635,0.0006635
29,51.0371,0.59823,0.49252,0.83369,0.96865,0.95522,0.93304,0.80673,0.57164,0.45594,0.82483,0.000614,0.000614,0.000614
30,52.7771,0.60674,0.47877,0.83803,0.95352,0.9403,0.93097,0.8084,0.57567,0.4489,0.82013,0.0005645,0.0005645,0.0005645
31,70.9848,0.5582,0.49195,0.82838,0.96861,0.95522,0.93329,0.81369,0.56166,0.44331,0.8243,0.000515,0.000515,0.000515
32,72.6242,0.53694,0.45156,0.81791,0.96861,0.95522,0.93414,0.81318,0.54967,0.43857,0.82413,0.0004655,0.0004655,0.0004655
33,74.1673,0.54291,0.45671,0.82381,0.96861,0.95522,0.93438,0.80894,0.55436,0.43972,0.82346,0.000416,0.000416,0.000416
34,75.7371,0.54091,0.43582,0.82629,0.96862,0.95522,0.9348,0.81222,0.55845,0.44549,0.82514,0.0003665,0.0003665,0.0003665
35,77.3214,0.50273,0.42047,0.81882,0.96862,0.95522,0.93512,0.81534,0.56042,0.44437,0.82741,0.000317,0.000317,0.000317
36,78.8611,0.50418,0.42796,0.81889,0.9686,0.95522,0.93527,0.81974,0.55964,0.45005,0.82819,0.0002675,0.0002675,0.0002675
37,80.4225,0.50528,0.40605,0.81371,0.96861,0.95522,0.93532,0.81872,0.56047,0.44968,0.82872,0.000218,0.000218,0.000218
38,81.9785,0.49161,0.4223,0.82034,0.96863,0.95522,0.93538,0.82049,0.551,0.44384,0.82956,0.0001685,0.0001685,0.0001685
39,83.546,0.48094,0.39887,0.81412,0.96864,0.95522,0.93577,0.82492,0.54724,0.44262,0.82999,0.000119,0.000119,0.000119
40,85.1905,0.48991,0.41464,0.82854,0.96867,0.95522,0.9357,0.82046,0.54704,0.44112,0.82939,6.95e-05,6.95e-05,6.95e-05
