epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,306.337,0.79841,0.75276,1.0072,0.96496,0.92708,0.92335,0.80235,0.59816,0.44184,0.8682,0.000812,0.000812,0.000812
26,319.024,0.77501,0.73033,0.99593,0.98884,0.92325,0.92646,0.79828,0.62837,0.48893,0.86312,0.0007625,0.0007625,0.0007625
27,331.693,0.82272,0.77085,1.00361,0.96693,0.9136,0.92294,0.79873,0.58786,0.44803,0.85261,0.000713,0.000713,0.000713
28,344.438,0.77696,0.72647,0.99603,0.98747,0.92708,0.91994,0.80194,0.59873,0.43245,0.86937,0.0006635,0.0006635,0.0006635
29,357.228,0.75989,0.71511,0.98641,0.98888,0.92603,0.92233,0.81069,0.60247,0.44066,0.86751,0.000614,0.000614,0.000614
30,370.22,0.75814,0.70521,0.98484,0.97772,0.91419,0.92392,0.81272,0.63587,0.44572,0.87417,0.0005645,0.0005645,0.0005645
31,400.825,0.74275,0.72477,0.99054,0.98215,0.90625,0.9268,0.81051,0.60536,0.44626,0.85979,0.000515,0.000515,0.000515
32,412.997,0.69634,0.64081,0.95832,0.96328,0.92708,0.92217,0.79536,0.62022,0.46793,0.87458,0.0004655,0.0004655,0.0004655
33,425.485,0.68026,0.65509,0.95334,0.97402,0.91667,0.92582,0.79792,0.62633,0.46187,0.86948,0.000416,0.000416,0.000416
34,437.955,0.68484,0.63617,0.95054,0.98762,0.92708,0.92726,0.80886,0.59919,0.43659,0.86953,0.0003665,0.0003665,0.0003665
35,450.486,0.68385,0.63117,0.95162,0.97801,0.92649,0.92572,0.80846,0.60406,0.45845,0.87008,0.000317,0.000317,0.000317
36,462.996,0.65531,0.61764,0.93519,0.97988,0.91667,0.92939,0.81056,0.5954,0.44937,0.86924,0.0002675,0.0002675,0.0002675
37,475.614,0.66474,0.59953,0.94247,0.97707,0.92708,0.92963,0.81671,0.57535,0.42634,0.86871,0.000218,0.000218,0.000218
38,488.326,0.6447,0.57877,0.94034,0.98586,0.91667,0.92758,0.81736,0.56826,0.43986,0.85784,0.0001685,0.0001685,0.0001685
39,501.01,0.6435,0.56562,0.93005,0.98886,0.9244,0.92864,0.82354,0.56922,0.43087,0.85862,0.000119,0.000119,0.000119
40,513.666,0.63578,0.56855,0.9342,0.9854,0.91667,0.92793,0.82802,0.55935,0.42596,0.85656,6.95e-05,6.95e-05,6.95e-05
