epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,396.55,0.63543,0.56024,0.93359,0.98873,0.914,0.91807,0.8303,0.53514,0.40852,0.86236,0.000977,0.000977,0.000977
33,409.431,0.61943,0.54777,0.92704,0.97801,0.92663,0.92486,0.82724,0.53225,0.38287,0.85203,0.000944,0.000944,0.000944
34,422.171,0.62378,0.54912,0.92786,0.97533,0.92708,0.92282,0.82316,0.55929,0.40628,0.88608,0.000911,0.000911,0.000911
35,434.903,0.59961,0.54116,0.92605,0.98464,0.92708,0.9258,0.82515,0.54537,0.38438,0.87218,0.000878,0.000878,0.000878
36,447.652,0.63611,0.55762,0.94023,0.97774,0.91514,0.9211,0.82943,0.52223,0.38268,0.86585,0.000845,0.000845,0.000845
37,460.34,0.63653,0.54048,0.93324,0.95644,0.91488,0.91938,0.82214,0.54486,0.39697,0.8608,0.000812,0.000812,0.000812
38,472.993,0.61216,0.53766,0.92052,0.97664,0.91667,0.9192,0.81647,0.55448,0.38893,0.86937,0.000779,0.000779,0.000779
39,485.606,0.59357,0.53648,0.92135,0.96535,0.91667,0.92155,0.81635,0.58212,0.40114,0.8755,0.000746,0.000746,0.000746
40,498.35,0.60536,0.51547,0.92296,0.98613,0.92708,0.92478,0.82114,0.56263,0.36863,0.86959,0.000713,0.000713,0.000713
41,511.138,0.59706,0.51909,0.92155,0.98345,0.92708,0.92201,0.82575,0.53705,0.37341,0.87254,0.00068,0.00068,0.00068
42,523.903,0.6112,0.53155,0.92078,0.98362,0.91667,0.9296,0.81983,0.5381,0.35914,0.86828,0.000647,0.000647,0.000647
43,536.579,0.58672,0.49761,0.91946,0.96623,0.92708,0.93173,0.83382,0.544,0.3569,0.86785,0.000614,0.000614,0.000614
44,549.321,0.6039,0.52286,0.92669,0.98538,0.92708,0.92957,0.83027,0.54698,0.3623,0.87991,0.000581,0.000581,0.000581
45,562.139,0.59032,0.50436,0.91929,0.96531,0.92708,0.92692,0.81709,0.56837,0.38494,0.89459,0.000548,0.000548,0.000548
46,574.909,0.58688,0.50728,0.91972,0.98591,0.92708,0.92371,0.83876,0.53272,0.3684,0.87458,0.000515,0.000515,0.000515
47,587.697,0.58533,0.48789,0.91361,0.96694,0.92708,0.92397,0.81652,0.58067,0.39195,0.90234,0.000482,0.000482,0.000482
48,600.513,0.57444,0.47808,0.91437,0.97782,0.92708,0.92605,0.83481,0.54692,0.37054,0.87866,0.000449,0.000449,0.000449
49,613.428,0.56362,0.47531,0.9071,0.97501,0.92708,0.92299,0.83619,0.53159,0.3807,0.8701,0.000416,0.000416,0.000416
50,626.217,0.57183,0.49067,0.91333,0.98557,0.92708,0.9216,0.83093,0.55126,0.38121,0.87769,0.000383,0.000383,0.000383
51,656.068,0.54934,0.46495,0.88583,0.97793,0.92316,0.91781,0.82144,0.53153,0.39498,0.86221,0.00035,0.00035,0.00035
52,668.28,0.52041,0.44444,0.88468,0.97631,0.92708,0.92461,0.83321,0.50849,0.3752,0.84365,0.000317,0.000317,0.000317
53,680.842,0.51965,0.42576,0.88694,0.9763,0.92708,0.92396,0.82771,0.52234,0.39796,0.85491,0.000284,0.000284,0.000284
54,693.221,0.50882,0.42045,0.88358,0.96468,0.92708,0.92557,0.82714,0.51762,0.37685,0.85633,0.000251,0.000251,0.000251
55,705.755,0.51041,0.41574,0.87775,0.96653,0.92708,0.92539,0.83151,0.51875,0.38389,0.85272,0.000218,0.000218,0.000218
56,718.53,0.49616,0.40156,0.8724,0.98875,0.91571,0.92407,0.83698,0.51086,0.36469,0.84764,0.000185,0.000185,0.000185
57,731.319,0.4941,0.39878,0.88336,0.96928,0.90625,0.92561,0.84358,0.51031,0.35761,0.85361,0.000152,0.000152,0.000152
58,743.876,0.47315,0.39011,0.8686,0.98869,0.91031,0.92564,0.83535,0.51244,0.35186,0.85482,0.000119,0.000119,0.000119
59,756.541,0.49,0.40464,0.87842,0.97797,0.92497,0.92723,0.84218,0.51896,0.34783,0.85637,8.6e-05,8.6e-05,8.6e-05
60,769.413,0.48608,0.39779,0.86829,0.97792,0.92293,0.92777,0.84512,0.51526,0.3512,0.85572,5.3e-05,5.3e-05,5.3e-05
